Categories,Function Address,Function Offset,Function Name,Function Symbol,Function Demangled,Function Namespace,Function Signature,Function Size,Function Basic Blocks,Function Incoming Refs,Function Decompile Path,Function CFG Path,Function Disasm Path,Function Clone Hash,Function Fingerprint,Function Referenced By,External Names,Suggested Name,Hit Count,Match Values,Strings In Body,Struct Accesses,Constants,Globals Accessed,Comments,Callers,Callees
connect,0024bdb0,0x24bdb0,FUN_0024bdb0,,,Global,"uint __cdecl FUN_0024bdb0(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, size_t param_8, long * param_9, size_t param_10, undefined * param_11, undefined8 param_12, undefined8 param_13, undefined8 param_14, undefined8 param_15)",528,24,1,decompiled/FUN_0024bdb0__0024bdb0.c,decompiled/FUN_0024bdb0__0024bdb0.mmd,decompiled/FUN_0024bdb0__0024bdb0.asm,86d6a43432b124d5,ffc303d1f85f0ba9f6570ca9f44f0da9fd7b0ea9fd830391f40300aae0030191,,CallUpdateSessionHost@ssbu-decomp:functions(-0x100),CallUpdateSessionHost,1,Connect,ConnectStationJob::ConnectionSucceeded,,0x125;0x140;0x148;0x14f;0x158;0x16a;0x182;0x1b1,DAT_052a3000@052a3000(rw);DAT_052a3da8@052a3da8(r);DAT_052a3db0@052a3db0(r);DAT_052a3db8@052a3db8(r);s_eckButton_042c3000@042c3000(rw);s_ConnectStationJob::ConnectionSuc_042c335f@042c335f(rw);DAT_052a6000@052a6000(rw);DAT_052a6ae8@052a6ae8(r);DAT_052a6b10@052a6b10(r),,FUN_0024bd70,operator=;FUN_0022b580;FUN_001d0d90;FlagIsSet;FUN_001e6a10;FUN_001b1400;FUN_001d0730;FUN_001e6820;FUN_0022b600;FUN_0022a8f0;FUN_01717c00;FUN_0022b490;FUN_001d0560
connect,001d2060,0x1d2060,FUN_001d2060,,,Global,"undefined8 __cdecl FUN_001d2060(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, ulong param_8, ulong param_9, size_t param_10, undefined * param_11, undefined8 param_12, byte * param_13, undefined8 param_14, undefined8 param_15)",424,16,2,decompiled/FUN_001d2060__001d2060.c,decompiled/FUN_001d2060__001d2060.mmd,decompiled/FUN_001d2060__001d2060.asm,5bc84217a204b053,ff4302d1fa6704a9f85f05a9f65706a9f44f07a9fd7b08a9fd03029100010036,,,Connect,1,Connect,ConnectStationJob::ConnectionSucceeded,,0x10c;0x10e;0x11a;0x132;0x140;0x142;0x153;0x1b1;0x1b8;0x42c330b,DAT_052a4000@052a4000(rw);DAT_052a4da8@052a4da8(r);DAT_052a4db0@052a4db0(r);DAT_052a4db8@052a4db8(r);s_biner_DEBUG_DRAW_04306000@04306000(rw);s_groundProcessJob::WaitCreateNetw_04306a2c@04306a2c(rw);s_eckButton_042c3000@042c3000(rw);s_yLocalNetwork_042c332e@042c332e(rw);s_ConnectStationJob::ConnectionSuc_042c335f@042c335f(rw),,FUN_001d1f40;FUN_001d6430,FUN_001b4830;FUN_001d7b70;FUN_001b4860;FUN_01717c00;FUN_001b2f80;FUN_001d2210;FUN_001b2f90;FUN_001b1400;FUN_001b47a0
connect,0029c650,0x29c650,FUN_0029c650,,,Global,"undefined8 __cdecl FUN_0029c650(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, long param_8, undefined8 param_9, size_t param_10, long param_11, undefined8 param_12, undefined8 param_13, undefined8 param_14, undefined8 param_15)",332,10,1,decompiled/FUN_0029c650__0029c650.c,decompiled/FUN_0029c650__0029c650.mmd,decompiled/FUN_0029c650__0029c650.asm,bb9fbde61e0020bb,ffc301d1fa6702a9f85f03a9f65704a9f44f05a9fd7b06a9fd830191288002f0,,,Connect,1,Connect,ConnectStationJob::ConnectionSucceeded,,0x101;0x158;0x190;0x198;0x1a0;0x1b1;0x44104cb,"DAT_052a3000@052a3000(rw);DAT_052a3da8@052a3da8(r);DAT_052a3db0@052a3db0(r);DAT_052a3db8@052a3db8(r);s_eckButton_042c3000@042c3000(rw);s_ConnectStationJob::ConnectionSuc_042c335f@042c335f(rw);DAT_052a5000@052a5000(rw);DAT_052a5c28@052a5c28(r);DAT_052a7000@052a7000(rw);DAT_052a76f8@052a76f8(r);s_olor_%dp_04410000@04410000(rw);s_string_""_044104cc@044104cc(rw)",,FUN_0029c360,FUN_001b3070;FUN_001d3e60;FUN_01717c00;FUN_001b1400
connect,0024eb40,0x24eb40,FUN_0024eb40,,,Global,"uint __cdecl FUN_0024eb40(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, size_t param_8, long * param_9, size_t param_10, undefined8 param_11, undefined8 param_12, undefined8 param_13, undefined8 param_14, undefined8 param_15)",472,21,1,decompiled/FUN_0024eb40__0024eb40.c,decompiled/FUN_0024eb40__0024eb40.mmd,decompiled/FUN_0024eb40__0024eb40.asm,471ecf805709976a,ff4303d1f74b00f9f6570aa9f44f0ba9fd7b0ca9fd030391f40300aae0830091,,,Connect,1,Connect,ConnectStationJob::ConnectionSucceeded,,0x115;0x11e;0x130;0x147;0x1b1,DAT_052a3000@052a3000(rw);DAT_052a3da8@052a3da8(r);DAT_052a3db0@052a3db0(r);DAT_052a3db8@052a3db8(r);s_eckButton_042c3000@042c3000(rw);s_ConnectStationJob::ConnectionSuc_042c335f@042c335f(rw);DAT_052a6000@052a6000(rw);DAT_052a6b78@052a6b78(r);DAT_052a6ba0@052a6ba0(r),,FUN_0024eb10,FUN_0022b600;operator=;FUN_0022b580;FUN_0022a8f0;FUN_01717c00;FUN_001d0d90;FlagIsSet;FUN_001e6a10;FUN_0022b490;FUN_001d0560;FUN_001b1400;FUN_001e6820
connect,0026d2a0,0x26d2a0,FUN_0026d2a0,,,Global,"uint __cdecl FUN_0026d2a0(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, size_t param_8, long * param_9, size_t param_10, long * param_11, undefined8 param_12, ulong param_13, undefined8 param_14, undefined8 param_15)",640,28,2,decompiled/FUN_0026d2a0__0026d2a0.c,decompiled/FUN_0026d2a0__0026d2a0.mmd,decompiled/FUN_0026d2a0__0026d2a0.asm,63b133c938583f35,ff0304d1fc5300f9fa670ba9f85f0ca9f6570da9f44f0ea9fd7b0fa9fdc30391,,,Connect,1,Connect,ConnectStationJob::ConnectionSucceeded,,0xffffff00;0x140;0x15b;0x17d;0x184;0x188;0x190;0x199;0x1ab;0x1b1;0x1c3,DAT_052a3000@052a3000(rw);DAT_052a3da8@052a3da8(r);DAT_052a3db0@052a3db0(r);DAT_052a3db8@052a3db8(r);s_eckButton_042c3000@042c3000(rw);s_ConnectStationJob::ConnectionSuc_042c335f@042c335f(rw);DAT_052a6000@052a6000(rw);DAT_052a7000@052a7000(rw);DAT_052a6f30@052a6f30(r);DAT_052a7080@052a7080(r),,,operator=;FUN_0022b580;FUN_001d0d90;FlagIsSet;FUN_001e6a10;FUN_001b1400;FUN_001e6820;FUN_0022b530;FUN_0022b600;FUN_0022a8f0;FUN_01717c00;FUN_0022b490;FUN_001d0560
connect,002808a0,0x2808a0,FUN_002808a0,,,Global,"undefined __cdecl FUN_002808a0(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, long param_8, int * param_9, size_t param_10, undefined8 param_11, undefined8 param_12, undefined8 param_13, undefined8 param_14, undefined8 param_15)",308,12,6,decompiled/FUN_002808a0__002808a0.c,decompiled/FUN_002808a0__002808a0.mmd,decompiled/FUN_002808a0__002808a0.asm,890f9a87bdfd9941,ff0302d1f65705a9f44f06a9fd7b07a9fdc30191088102f008d546f9168102f0,,,Connect,1,Connect,ConnectStationJob::ConnectionSucceeded,,0x1b1,DAT_052a3000@052a3000(rw);DAT_052a3da8@052a3da8(r);DAT_052a3db0@052a3db0(r);DAT_052a3db8@052a3db8(r);DAT_052a4000@052a4000(rw);DAT_052a4110@052a4110(r);s_eckButton_042c3000@042c3000(rw);s_ConnectStationJob::ConnectionSuc_042c335f@042c335f(rw),,,FUN_001d1000;FUN_001cd8d0;FUN_001d0b10;FUN_01717c00;FUN_001cd970;FUN_001b1400
connect,001ec530,0x1ec530,FUN_001ec530,,,Global,"undefined __cdecl FUN_001ec530(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, long param_8, ulong * param_9, size_t param_10, undefined8 param_11, undefined8 param_12, undefined8 param_13, undefined8 param_14, undefined8 param_15)",864,34,1,decompiled/FUN_001ec530__001ec530.c,decompiled/FUN_001ec530__001ec530.mmd,decompiled/FUN_001ec530__001ec530.asm,613c8b5d00cd7a7d,ff0305d1fc6f0ea9fa670fa9f85f10a9f65711a9f44f12a9fd7b13a9fdc30491,,,Connect,1,Connect,ConnectStationJob::ConnectionSucceeded,,0xfffffef8;0xffffff00;0x119;0x11c;0x121;0x123;0x127;0x12b;0x12d;0x132;0x137;0x139;0x13e;0x143;0x145;0x149;0x14d;0x150;0x153;0x155;0x158;0x15e;0x163;0x165;0x169;0x178;0x17a;0x17c;0x180;0x182;0x186;0x188;...,DAT_052a3000@052a3000(rw);DAT_052a3da8@052a3da8(r);DAT_052a3db0@052a3db0(r);DAT_052a3db8@052a3db8(r);s_eckButton_042c3000@042c3000(rw);s_ConnectStationJob::ConnectionSuc_042c335f@042c335f(rw);DAT_052a5000@052a5000(rw);DAT_052a5f70@052a5f70(r);DAT_052a5e70@052a5e70(r);DAT_052a5fc8@052a5fc8(r),,FUN_001ec890,FUN_001b1920;FUN_001af950;FUN_01717c00;FUN_001f2040;GetHour;FUN_0021b6f0;FUN_01711910;FUN_001b1400;FUN_001bec40;FUN_001f60e0;FUN_00219da0
connect,002b1be0,0x2b1be0,FUN_002b1be0,,,Global,"undefined __cdecl FUN_002b1be0(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, long * param_8, short param_9, size_t param_10, undefined8 param_11, undefined8 param_12, undefined8 param_13, undefined8 param_14, undefined8 param_15)",252,8,1,decompiled/FUN_002b1be0__002b1be0.c,decompiled/FUN_002b1be0__002b1be0.mmd,decompiled/FUN_002b1be0__002b1be0.asm,66a7614b308a2824,f50f1df8f44f01a9fd7b02a9fd830091f403012a353c0012e1030032f30300aa,,,Connect,1,Connect,ConnectStationJob::ConnectionSucceeded,,0x1b1,DAT_052a7000@052a7000(rw);DAT_052a79f8@052a79f8(r);DAT_052a3000@052a3000(rw);DAT_052a3da8@052a3da8(r);DAT_052a3db0@052a3db0(r);DAT_052a3db8@052a3db8(r);s_eckButton_042c3000@042c3000(rw);s_ConnectStationJob::ConnectionSuc_042c335f@042c335f(rw),,FUN_002af570,FUN_00242460;FUN_01717c00;FUN_0022a620;InitMessage;FUN_001b1400
connect,002506b0,0x2506b0,FUN_002506b0,,,Global,"uint __cdecl FUN_002506b0(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, long param_8, long * param_9, size_t param_10, ulong param_11, undefined8 param_12, undefined8 param_13, undefined8 param_14, undefined8 param_15)",496,24,1,decompiled/FUN_002506b0__002506b0.c,decompiled/FUN_002506b0__002506b0.mmd,decompiled/FUN_002506b0__002506b0.asm,5f3e41510d4a9812,00000591030000140000000000000000ff4303d1f85f09a9f6570aa9f44f0ba9,,,Connect,1,Connect,ConnectStationJob::ConnectionSucceeded,,0x128;0x130;0x139;0x140;0x14b;0x162;0x188;0x198;0x1b0;0x1b1,DAT_052a3000@052a3000(rw);DAT_052a3da8@052a3da8(r);DAT_052a3db0@052a3db0(r);DAT_052a3db8@052a3db8(r);s_eckButton_042c3000@042c3000(rw);s_ConnectStationJob::ConnectionSuc_042c335f@042c335f(rw);DAT_052a6000@052a6000(rw);DAT_052a6b78@052a6b78(r);DAT_052a6bf8@052a6bf8(r),,,operator=;FUN_0022b580;FUN_001d0d90;FlagIsSet;FUN_001e6a10;FUN_001b1400;FUN_001e6820;FUN_0022b530;FUN_0022b600;FUN_00256000;FUN_0022a8f0;FUN_01717c00;FUN_0022b490
connect,002495a0,0x2495a0,FUN_002495a0,,,Global,"bool __cdecl FUN_002495a0(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, undefined8 param_8, long * param_9, size_t param_10, undefined8 param_11, undefined8 param_12, undefined8 param_13, ulong param_14, undefined8 param_15)",640,35,1,decompiled/FUN_002495a0__002495a0.c,decompiled/FUN_002495a0__002495a0.mmd,decompiled/FUN_002495a0__002495a0.asm,ae3106f9ee3d9061,ffc301d1fa6702a9f85f03a9f65704a9f44f05a9fd7b06a9fd830191e00301aa,,,Connect,1,Connect,ConnectStationJob::ConnectionSucceeded,,0x110;0x12e;0x14d;0x166;0x16e;0x185;0x1b1;0x1b8,DAT_052a6000@052a6000(rw);DAT_052a6a58@052a6a58(r);DAT_052a6a60@052a6a60(r);DAT_052a3000@052a3000(rw);DAT_052a3da8@052a3da8(r);DAT_052a3db0@052a3db0(r);DAT_052a3db8@052a3db8(r);DAT_052a4000@052a4000(rw);DAT_052a4110@052a4110(r);s_eckButton_042c3000@042c3000(rw);s_ConnectStationJob::ConnectionSuc_042c335f@042c335f(rw),,,operator=;FUN_001af950;FUN_01717c00;FUN_001d45e0;f;FUN_001d39d0;FUN_001b1400;FUN_001ccef0;FUN_00249a20;FUN_001cce00
connect,002450c0,0x2450c0,FUN_002450c0,,,Global,"undefined __cdecl FUN_002450c0(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, long param_8, undefined8 * param_9, size_t param_10, undefined8 param_11, undefined8 param_12, undefined8 param_13, undefined8 param_14, undefined8 param_15)",328,12,0,decompiled/FUN_002450c0__002450c0.c,decompiled/FUN_002450c0__002450c0.mmd,decompiled/FUN_002450c0__002450c0.asm,09886275f58c9829,ff4301d1f65702a9f44f03a9fd7b04a9fd030191e88202f008d546f9f68202f0,,,Connect,1,Connect,ConnectStationJob::ConnectionSucceeded,,0x1b1,DAT_052a4000@052a4000(rw);DAT_052a4da8@052a4da8(r);DAT_052a4db0@052a4db0(r);DAT_052a4db8@052a4db8(r);s_eckButton_042c3000@042c3000(rw);s_ConnectStationJob::ConnectionSuc_042c335f@042c335f(rw),,,FUN_01717c00;FUN_001e1720;FUN_001dffe0;FUN_001b1400;FUN_001e1780
connect,00208670,0x208670,FUN_00208670,,,Global,"undefined __cdecl FUN_00208670(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, long param_8, long param_9, long * param_10, ulong param_11, undefined8 param_12, undefined8 param_13, undefined8 param_14, undefined8 param_15)",1080,58,1,decompiled/FUN_00208670__00208670.c,decompiled/FUN_00208670__00208670.mmd,decompiled/FUN_00208670__00208670.asm,55ba8aeabd06ec53,ffc302d1fc6f05a9fa6706a9f85f07a9f65708a9f44f09a9fd7b0aa9fd830291,,,Connect,1,Connect,ConnectStationJob::ConnectionSucceeded,,0x138;0x13c;0x170;0x180;0x1b1;0x1d0;0x1dd;0x1e3;0x246;0x27a;0x29d;0x301;0x32b;0x33d;0x37e;0x397,DAT_052a3000@052a3000(rw);DAT_052a5000@052a5000(rw);DAT_052a3db0@052a3db0(r);DAT_052a5e88@052a5e88(r);DAT_052a3da8@052a3da8(r);DAT_052a3db8@052a3db8(r);s_eckButton_042c3000@042c3000(rw);s_ConnectStationJob::ConnectionSuc_042c335f@042c335f(rw),,,FUN_001d02c0;FUN_00208290;FUN_0021e6e0;FUN_01717c00;FUN_001d0350;GetHour;FUN_001b1400
connect,00268a00,0x268a00,FUN_00268a00,,,Global,"uint __cdecl FUN_00268a00(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, size_t param_8, long * param_9, long * param_10, undefined1 * param_11, ulong param_12, undefined8 param_13, undefined8 param_14, undefined8 param_15)",608,28,2,decompiled/FUN_00268a00__00268a00.c,decompiled/FUN_00268a00__00268a00.mmd,decompiled/FUN_00268a00__00268a00.asm,20ed794401123ed7,ffc303d1f95300f9f85f0ba9f6570ca9f44f0da9fd7b0ea9fd830391f40300aa,,,Connect,1,Connect,ConnectStationJob::ConnectionSucceeded,,0x100;0x10b;0x116;0x123;0x12d;0x15c;0x16c;0x173;0x17b;0x184;0x196;0x1ae;0x1b1,DAT_052a3000@052a3000(rw);DAT_052a3da8@052a3da8(r);DAT_052a3db0@052a3db0(r);DAT_052a3db8@052a3db8(r);s_eckButton_042c3000@042c3000(rw);s_ConnectStationJob::ConnectionSuc_042c335f@042c335f(rw);DAT_052a6000@052a6000(rw);DAT_052a6f30@052a6f30(r);DAT_052a6fb0@052a6fb0(r),,,operator=;FUN_0022b580;FUN_00289ca0;FUN_001d0d90;FlagIsSet;FUN_001e6a10;FUN_001b1400;FUN_001d0730;FUN_001e6820;FUN_0022b530;FUN_0022b600;FUN_0022a8f0;FUN_01717c00;FUN_0022b490;FUN_001d0560
connect,001f5850,0x1f5850,FUN_001f5850,,,Global,"undefined4 __cdecl FUN_001f5850(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, long param_8, long param_9, size_t param_10, undefined1 * param_11, undefined8 param_12, undefined8 param_13, undefined8 param_14, undefined8 param_15)",584,29,5,decompiled/FUN_001f5850__001f5850.c,decompiled/FUN_001f5850__001f5850.mmd,decompiled/FUN_001f5850__001f5850.asm,2b5dd211b9b72d1a,ff8301d1f90b00f9f85f02a9f65703a9f44f04a9fd7b05a9fd430191788502d0,,,Connect,1,Connect,ConnectStationJob::ConnectionSucceeded,,0x100;0x140;0x168;0x194;0x199;0x1b1;0x1bb;0x1e3;0x2e8;0xffff,DAT_052a3000@052a3000(rw);DAT_052a3da8@052a3da8(r);DAT_052a3db0@052a3db0(r);DAT_052a3db8@052a3db8(r);s_eckButton_042c3000@042c3000(rw);s_ConnectStationJob::ConnectionSuc_042c335f@042c335f(rw);DAT_052a5000@052a5000(rw);DAT_052a5e18@052a5e18(r),,FUN_001df220;FUN_001f90c0;FUN_001e1ca0,FUN_001f5aa0;FUN_01717c00;FUN_0021cc90;FUN_001b1400
session,00141c50,0x141c50,FUN_00141c50,,,Global,undefined8 __cdecl FUN_00141c50(long * param_1),300,9,0,decompiled/FUN_00141c50__00141c50.c,decompiled/FUN_00141c50__00141c50.mmd,decompiled/FUN_00141c50__00141c50.asm,fdcc06aa29ca1834,ffc300d1f44f01a9fd7b02a9fd830091148b02f0944240f9f30300aa800240f9,,,Session,1,Session,,,0x101;0x162;0x168;0x180;0x1b1;0x3a0;0x4338623;0x434867f,DAT_052a4000@052a4000(rw);DAT_052a4080@052a4080(r);DAT_052a4448@052a4448(r);s_rguments_to_'%%b')_04338000@04338000(rw);s_ion_0433864d@0433864d(rw);DAT_052a4e48@052a4e48(r);s_tring_04348000@04348000(rw);s_SessionSetting_043486a6@043486a6(rw),,,FUN_00146ca0;FUN_00149390
ip,0149f550,0x149f550,FUN_0149f550,,,Global,"long __cdecl FUN_0149f550(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, undefined8 * param_8, long param_9)",1372,73,0,decompiled/FUN_0149f550__0149f550.c,decompiled/FUN_0149f550__0149f550.mmd,decompiled/FUN_0149f550__0149f550.asm,393de7784fbb6a13,ff0303d1f93b00f9f85f08a9f65709a9f44f0aa9fd7b0ba9fdc30291359e01f0,,,IP,1,IP,,,0x1b1;0x1d5;0x1ee;0x200;0x316;0x3f4;0x406;0x5d7;0x5e6;0x426e619;0x42a10ae;0x42c347a;0x44208c4;0x44ee4e4;0x44ee500;0x4741dbb;0x4753084,SUB_04741dbc@04741dbc(r);DAT_00002772@00002772(rw);DAT_04866000@04866000(rw);s_olor_%dp_04410000@04410000(rw);s_p_debris_04316000@04316000(rw);DAT_05068000@05068000(rw);DAT_05068d20@05068d20(rw);s_lationFactor7_04420000@04420000(rw);s_3402a/OnlineCore/src/Core/System_044208c4@044208c4(rw);DAT_04866c2e@04866c2e(rw);s_ide_042a1000@042a1000(rw);s_de_042a10ae@042a10ae(rw);DAT_04753000@04753000(rw);DAT_04753084@04753084(rw);DAT_04741000@04741000(rw);SUB_04741dbb@04741dbb(rw);...,,,FUN_0062dd20;FUN_0149fac0;FUN_0149ecc0
connect,0020acf0,0x20acf0,FUN_0020acf0,,,Global,"long * __cdecl FUN_0020acf0(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, long param_8, size_t param_9, size_t param_10, ulong param_11, ulong param_12, undefined8 param_13, undefined8 param_14, undefined8 param_15)",856,42,2,decompiled/FUN_0020acf0__0020acf0.c,decompiled/FUN_0020acf0__0020acf0.mmd,decompiled/FUN_0020acf0__0020acf0.asm,e42a1996c131f9f8,ff4306d1fc6f13a9fa6714a9f85f15a9f65716a9f44f17a9fd7b18a9fd030691,,,Connect,1,Connect,ConnectStationJob::ConnectionSucceeded,,0xfffffe70;0xffffff00;0x105;0x114;0x131;0x140;0x14f;0x152;0x165;0x168;0x16c;0x179;0x17b;0x180;0x195;0x1a1;0x1b1;0x1b2;0x1b8;0x1bc;0x1c0;0x1c3;0x1c6;0x1ce;0x215;0x222;0x22a;0x240;0x2e8;0x510;0x449bde0;0x449be68;...,DAT_052a3000@052a3000(rw);DAT_052a3da8@052a3da8(r);DAT_052a3db0@052a3db0(r);DAT_052a3db8@052a3db8(r);s_eckButton_042c3000@042c3000(rw);s_ConnectStationJob::ConnectionSuc_042c335f@042c335f(rw);s_tES3_NS0_19SocketDriverDeleterEE_0449b000@0449b000(rw);s__0449be27@0449be27(rw);DAT_052a5000@052a5000(rw);DAT_052a5e18@052a5e18(r);DAT_0449be68@0449be68(rw);DAT_00000510@00000510(rw),,FUN_0020cd70,FUN_00200570;FUN_001bec30;FUN_001af950;FUN_001f2280;FUN_01717c00;FUN_0021a5f0;FUN_001bf000;FUN_001bed20;FUN_0020b050;FUN_001b1400;FUN_001bec40;FUN_001f2ca0
connect,0026b390,0x26b390,FUN_0026b390,,,Global,"uint __cdecl FUN_0026b390(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, size_t param_8, long * param_9, long * param_10, long * param_11, long * param_12, undefined1 * param_13, undefined1 * param_14, ulong param_15, undefined8 param_16)",936,38,1,decompiled/FUN_0026b390__0026b390.c,decompiled/FUN_0026b390__0026b390.mmd,decompiled/FUN_0026b390__0026b390.asm,f192cc22562b3aa8,ff8305d1fc6f10a9fa6711a9f85f12a9f65713a9f44f14a9fd7b15a9fd430591,,,Connect,1,Connect,ConnectStationJob::ConnectionSucceeded,,0xfffffea8;0xfffffec0;0xfffffed8;0xfffffef0;0x10d;0x118;0x123;0x130;0x13a;0x158;0x185;0x19f;0x1b1;0x1c7;0x1eb;0x205;0x22d;0x23f;0x255;0x267;0x27d;0x28c;0x290;0x298;0x2a1;0x2b3;0x2cb;0x286bca1b,DAT_052a3000@052a3000(rw);DAT_052a3da8@052a3da8(r);DAT_052a3db0@052a3db0(r);DAT_052a3db8@052a3db8(r);s_eckButton_042c3000@042c3000(rw);s_ConnectStationJob::ConnectionSuc_042c335f@042c335f(rw);DAT_0000ca1b@0000ca1b(rw);DAT_052a6000@052a6000(rw);DAT_052a7000@052a7000(rw);DAT_052a6f30@052a6f30(r);DAT_052a7028@052a7028(r),,,operator=;FUN_0022b580;FUN_0028bab0;FUN_0028feb0;FUN_001d0d90;FlagIsSet;FUN_001e6a10;FUN_001b1400;FUN_001d0730;FUN_001e6820;FUN_0022b530;FUN_0022b600;FUN_0022a8f0;FUN_01717c00;FUN_0028f5b0;FUN_0022b490;...
connect,001f11d0,0x1f11d0,FUN_001f11d0,,,Global,"undefined4 __cdecl FUN_001f11d0(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, long param_8, undefined8 param_9, long * param_10, undefined8 param_11, undefined8 param_12, undefined8 param_13, undefined8 param_14, undefined8 param_15)",696,30,2,decompiled/FUN_001f11d0__001f11d0.c,decompiled/FUN_001f11d0__001f11d0.mmd,decompiled/FUN_001f11d0__001f11d0.asm,0fb35457833be6d1,ffc303d1fc6f09a9fa670aa9f85f0ba9f6570ca9f44f0da9fd7b0ea9fd830391,,,Connect,1,Connect,ConnectStationJob::ConnectionSucceeded,,0x106;0x10c;0x120;0x130;0x136;0x138;0x150;0x162;0x167;0x16c;0x172;0x189;0x1b1;0x1ca;0x1de;0x1e3;0x1e8;0x1ee;0x1f9;0x20d;0x21e,DAT_052a3000@052a3000(rw);DAT_052a3da8@052a3da8(r);DAT_052a3db0@052a3db0(r);DAT_052a3db8@052a3db8(r);s_eckButton_042c3000@042c3000(rw);s_ConnectStationJob::ConnectionSuc_042c335f@042c335f(rw);DAT_052a5000@052a5000(rw);DAT_052a5e70@052a5e70(r),,FUN_001f5c60;FUN_001fc270,FUN_001af950;FUN_001f2280;FUN_01717c00;FUN_001bed20;GetHour;FUN_01711910;FUN_001b1400;FUN_001bec40;FUN_00219da0
connect,0024e700,0x24e700,FUN_0024e700,,,Global,"uint __cdecl FUN_0024e700(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, long param_8, long * param_9, size_t param_10, ulong param_11, undefined8 param_12, undefined8 param_13, undefined8 param_14, undefined8 param_15)",496,24,2,decompiled/FUN_0024e700__0024e700.c,decompiled/FUN_0024e700__0024e700.mmd,decompiled/FUN_0024e700__0024e700.asm,b35c9a49be550972,00000591030000140000000000000000ff4303d1f85f09a9f6570aa9f44f0ba9,,,Connect,1,Connect,ConnectStationJob::ConnectionSucceeded,,0x128;0x130;0x139;0x140;0x14b;0x162;0x188;0x1b0;0x1b1,DAT_052a3000@052a3000(rw);DAT_052a3da8@052a3da8(r);DAT_052a3db0@052a3db0(r);DAT_052a3db8@052a3db8(r);s_eckButton_042c3000@042c3000(rw);s_ConnectStationJob::ConnectionSuc_042c335f@042c335f(rw);DAT_052a6000@052a6000(rw);DAT_052a6b78@052a6b78(r);DAT_052a6b90@052a6b90(r),,FUN_000de810;FUN_000df6d0,operator=;FUN_0022b580;FUN_001d0d90;FlagIsSet;FUN_001e6a10;FUN_001b1400;FUN_001e6820;FUN_0022b530;FUN_0022b600;FUN_0022a8f0;FUN_01717c00;FUN_00252c30;FUN_0022b490
